!CSV A.01.01
!Keysight Technologies,N5242B,MY58422168,A.13.50.09
!Date: Friday, July 09, 2021 19:34:06
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Sdd11(DB),Sdd11(DEG),Sdd12(DB),Sdd12(DEG),Sdc11(DB),Sdc11(DEG),Sdc12(DB),Sdc12(DEG),Sdd21(DB),Sdd21(DEG),Sdd22(DB),Sdd22(DEG),Sdc21(DB),Sdc21(DEG),Sdc22(DB),Sdc22(DEG),Scd11(DB),Scd11(DEG),Scd12(DB),Scd12(DEG),Scc11(DB),Scc11(DEG),Scc12(DB),Scc12(DEG),Scd21(DB),Scd21(DEG),Scd22(DB),Scd22(DEG),Scc21(DB),Scc21(DEG),Scc22(DB),Scc22(DEG)
1215000000,-22.652296,-95.64006,-45.311455,-163.25478,-41.567436,-18.733658,-52.234215,24.26857,22.269258,161.50162,-3.100373,177.06357,-19.015646,-66.854904,-35.136559,50.683968,-20.713369,118.57882,-31.968575,-125.48115,-3.1390808,-19.07296,-26.938219,143.0258,1.0821707,84.09243,-10.470237,-165.43321,8.2092514,175.36598,-1.0568751,139.1273
1220000000,-22.238276,-97.785118,-45.727707,-159.13599,-41.948891,-18.708057,-54.250076,17.026529,22.289364,161.6227,-3.09793,176.66534,-19.605457,-66.481155,-36.455944,51.01302,-19.812021,128.85242,-31.207438,-135.37622,-3.076045,-18.976563,-27.384829,140.61398,2.0390198,93.955399,-9.9083147,-174.5822,7.9966488,175.44736,-1.48317,138.98987
1225000000,-22.05658,-100.94121,-44.169441,-170.94185,-42.985947,-24.065956,-59.458927,9.3947802,22.351538,161.53622,-3.0602777,175.83492,-20.648266,-68.276382,-38.465572,63.736927,-17.981812,131.04248,-31.452528,-145.38797,-3.039705,-19.165691,-28.208052,140.22156,3.613204,96.186234,-9.6958523,175.19934,7.8830061,176.84021,-1.7902592,140.42638
1230000000,-21.66254,-102.144,-46.006962,-174.29376,-42.808308,-24.714045,-55.146126,16.886688,22.353226,161.78331,-3.1230969,175.44009,-20.956255,-75.130157,-43.667706,80.576279,-17.053354,129.30673,-31.33939,-154.12822,-3.0191591,-19.343861,-28.324347,140.90254,4.5212383,94.666542,-9.8571491,167.7746,7.9333839,177.39441,-1.8700342,141.69208
1235000000,-21.395338,-106.67219,-45.429096,-177.57446,-43.785145,-41.016666,-57.276672,2.2050166,22.388567,161.90666,-3.1431837,174.80341,-20.968496,-83.79628,-38.849319,141.42033,-16.190311,127.84721,-31.508783,-159.96683,-3.0332665,-19.40556,-28.245497,139.90182,5.2122412,92.840614,-10.008964,160.82115,7.9362621,177.58563,-1.891157,141.49867
1240000000,-21.283566,-111.45953,-44.927143,172.89655,-46.062286,-49.407936,-67.352425,83.171562,22.47266,162.07254,-3.1267421,174.25278,-18.378813,-121.50467,-34.252426,147.2104,-15.431087,123.77411,-31.762819,-169.83971,-3.0357537,-19.354282,-28.256002,138.07219,5.8222718,90.060524,-10.317788,152.80756,7.9242096,177.36995,-2.0305402,140.75928
1245000000,-21.460255,-118.70177,-44.919567,164.67024,-49.174023,-89.086967,-67.763374,97.819221,22.579527,161.7738,-3.0995772,172.76021,-16.687582,-134.54886,-29.633158,144.8277,-14.808118,120.2083,-32.61459,-176.06483,-2.9926541,-19.350647,-28.971199,134.16785,6.2749476,87.459702,-10.969075,145.74527,7.8519578,178.12479,-2.3305395,141.17601
1250000000,-22.562132,-127.76833,-45.401943,151.66649,-47.230202,163.61612,-52.752529,106.48145,22.680019,160.79695,-3.226742,170.77075,-14.138971,-175.47289,-25.688114,123.72997,-14.013427,113.45671,-33.502209,172.877,-3.0264571,-19.430151,-29.518326,136.45929,6.9319344,82.871292,-11.665386,138.82724,8.009079,178.0331,-2.3960969,141.92506
1255000000,-26.241089,-127.55467,-47.820755,128.05147,-40.499233,111.63644,-49.060589,67.400208,22.597591,159.08421,-3.6603332,169.28522,-15.420341,142.94238,-25.184652,90.757622,-14.053111,102.66121,-35.01672,168.99399,-2.9880414,-19.17045,-29.943775,137.55362,7.2029276,75.263969,-13.017647,134.66957,7.9264817,177.52187,-2.5650816,142.37831
1260000000,-26.793482,-95.244003,-51.664421,104.57843,-38.140873,74.049255,-49.274265,48.070972,22.306433,158.92297,-4.0815163,170.48744,-16.659222,98.38932,-28.887074,73.991333,-15.029387,95.353424,-36.865074,172.54567,-2.918529,-19.322409,-30.340641,138.89435,6.6060886,68.093384,-14.436851,133.50148,7.7609768,178.07053,-2.7068923,143.37949
1265000000,-24.019899,-87.390541,-57.337223,115.66648,-38.966839,51.534405,-53.767006,24.268616,22.173656,159.83508,-4.1749172,172.23816,-17.634562,79.677071,-33.908398,80.19313,-16.092949,94.690086,-37.188957,174.91426,-2.8284216,-19.793032,-30.61463,141.36064,5.8396683,66.321442,-14.967835,137.65303,7.7541461,179.3268,-2.7560327,145.21112
1270000000,-22.806509,-87.552544,-59.197609,110.55738,-38.69223,44.444523,-56.968594,34.545925,22.114111,160.51599,-4.2956028,172.8166,-18.234735,65.719193,-32.442905,97.471649,-16.318657,94.863663,-37.93993,172.95248,-2.8595121,-20.275093,-30.445089,145.12489,5.5828443,65.68663,-15.525817,137.03145,7.8916736,179.70096,-2.6004844,145.94563
1275000000,-21.609432,-89.070045,-75.120522,133.10066,-38.780388,38.77956,-55.314747,44.994492,22.107754,161.32782,-4.3710184,173.86812,-20.047541,47.733807,-32.089764,101.06541,-16.771938,94.663704,-38.442135,177.36386,-2.8944163,-20.643911,-30.159687,147.04007,5.1191707,64.31488,-16.188335,140.62416,7.9802628,179.97119,-2.5149264,146.61906
1280000000,-20.822271,-91.807526,-70.305214,-50.880989,-39.003036,30.752897,-56.264847,30.786751,22.11982,161.95067,-4.4301801,174.53511,-20.048508,41.847786,-31.877323,106.43394,-17.081974,96.593246,-38.213646,-177.79321,-2.916678,-20.856173,-29.937693,148.22633,4.9135685,65.051888,-15.878158,143.09146,8.0991907,179.73798,-2.3468716,146.19356
1285000000,-20.222603,-94.48851,-59.34304,-90.420364,-39.039719,26.842947,-56.6236,41.59449,22.120628,162.36595,-4.4625154,175.30197,-22.39176,31.485674,-31.878923,115.31469,-17.024172,96.970245,-37.519051,177.37056,-2.9532766,-20.858837,-29.50778,149.04831,4.8408289,65.254433,-15.48903,141.38385,8.1451902,179.50304,-2.2857392,145.96623
1290000000,-19.784515,-96.661179,-54.55114,-72.510887,-39.630341,26.370241,-56.848522,54.058826,22.166319,162.71455,-4.5131497,176.15244,-28.455988,28.193356,-30.151806,116.2384,-16.761589,97.293411,-36.956326,174.36234,-2.9996059,-21.063433,-29.08144,147.49657,4.8839178,64.984589,-15.430602,139.44002,8.2360392,179.01437,-2.1622579,145.29793
1295000000,-19.408606,-98.68602,-54.559933,-83.029457,-40.122398,21.906872,-55.757668,88.316864,22.194723,163.12744,-4.5606627,177.03621,-23.865776,21.045641,-29.423674,117.23236,-16.706587,96.075294,-37.162258,168.39343,-3.0207362,-20.961142,-29.065128,145.66344,4.9598584,63.651348,-15.34829,135.13763,8.1897316,178.86224,-2.2525313,144.5798
1300000000,-18.978415,-100.08468,-52.761074,-79.20739,-40.005337,23.336094,-55.476196,71.342621,22.231512,163.37782,-4.612431,178.31999,-26.752775,38.478512,-28.19556,113.35587,-16.339989,94.213989,-37.031284,162.19438,-3.0855229,-21.147503,-28.382114,148.03926,5.0325823,62.497787,-15.242539,131.13121,8.3115644,177.9211,-1.9340779,143.91144
1305000000,-18.497938,-102.43681,-48.718868,-75.150482,-39.851578,23.672915,-55.43222,69.73349,22.286095,163.88226,-4.5959229,179.79774,-23.244251,54.004131,-27.256546,104.09086,-16.110508,91.274094,-37.373703,154.33589,-3.143435,-20.531445,-27.501385,140.72507,5.27285,59.603706,-15.4436,121.66616,8.1580267,176.07396,-1.9710034,139.31044
1310000000,-18.26685,-105.60854,-49.118576,-84.662178,-39.765457,21.021879,-54.222515,70.427551,22.352415,164.05469,-4.3706932,-179.27618,-21.531923,28.521048,-27.907656,102.27594,-16.247953,86.47139,-38.586254,144.29358,-3.0690935,-19.868956,-27.962839,131.81487,5.1429768,54.95063,-16.569687,111.63732,7.7799869,176.36717,-2.6166487,136.81163
1315000000,-18.10573,-107.70168,-48.325451,-96.641983,-39.565113,25.30365,-58.095058,49.261333,22.389805,164.00264,-4.3109665,-179.24785,-23.708281,74.772537,-26.728827,107.83602,-16.588411,82.212227,-39.952763,131.82808,-2.9736145,-19.86109,-28.70834,128.44803,4.5623631,51.441257,-18.371592,104.94264,7.6293235,177.97025,-3.2093244,138.15364
1320000000,-17.897449,-108.6476,-46.237747,-93.819183,-39.500847,27.319086,-51.949085,88.818344,22.415348,164.2708,-4.2947273,-177.87924,-21.258074,73.785645,-25.289585,97.676857,-17.10988,81.576744,-42.522945,124.3466,-2.8943231,-20.341585,-29.975304,127.12732,4.0860639,50.943729,-20.21521,107.30515,7.6132808,179.89069,-3.7368114,140.12927
1325000000,-17.487328,-111.44273,-44.724018,-109.31529,-39.01688,30.798735,-49.801765,83.778748,22.4624,164.75227,-4.020299,-176.66238,-22.125385,45.274502,-24.3127,91.094147,-17.380323,78.536842,-45.508778,122.95104,-2.8533137,-20.951399,-30.977785,131.31888,3.8329155,49.343567,-21.875696,107.11897,7.8727798,-178.32822,-3.739285,144.63893
1330000000,-17.305994,-114.37249,-44.024769,-114.18786,-37.996956,30.352325,-48.83017,61.259811,22.547678,164.71034,-3.7582569,-177.01004,-18.402855,26.493608,-24.425201,80.19339,-17.929035,75.316154,-49.356331,125.04892,-2.9234171,-21.708975,-30.679285,138.91727,3.3585083,47.371758,-24.437963,115.18735,8.1751938,-178.29532,-3.3265185,146.59479
1335000000,-17.23057,-116.54132,-42.935894,-118.90047,-37.886631,21.867371,-48.524471,56.372505,22.593849,164.72878,-3.6202345,-177.6803,-18.004442,29.076195,-24.763172,75.530609,-18.770433,75.66954,-55.291767,153.90761,-2.9531045,-21.812609,-30.580088,140.73483,2.7844708,47.983559,-24.917967,129.85672,8.3078127,-178.78874,-3.1142013,147.00957
1340000000,-17.173605,-118.13137,-43.217861,-125.39571,-37.371521,22.330498,-46.695572,52.933319,22.651497,164.51254,-3.5323472,-177.65506,-17.970413,21.096636,-23.744711,75.762199,-19.238333,76.755569,-56.396976,157.56528,-3.0207245,-22.121077,-30.060099,142.94443,2.5068624,48.147491,-26.073812,131.02168,8.4706869,-179.62686,-2.7934217,146.67656
1345000000,-17.105841,-119.27378,-43.197655,-127.37266,-36.710117,25.305592,-45.360073,51.148853,22.685738,164.55315,-3.3731065,-177.8907,-15.819697,18.61356,-22.295536,65.757797,-19.753798,76.640602,-54.665184,-94.033333,-3.0741019,-22.068832,-29.065454,143.18272,1.9920728,48.23674,-28.032621,159.43074,8.4740562,179.38557,-2.6468835,144.7213
1350000000,-16.99762,-121.03052,-42.748035,-136.3096,-35.756218,17.489756,-46.008804,44.682259,22.707567,164.61977,-3.2559886,-178.68608,-15.664767,12.010785,-21.901775,50.639786,-20.354765,80.204277,-46.27729,-104.02129,-3.0836887,-21.920677,-28.916214,141.11458,1.6388925,51.326115,-24.050697,179.51649,8.4860334,178.96712,-2.632628,143.96896
1355000000,-16.764847,-121.91212,-43.149174,-131.68863,-35.619076,12.998463,-45.307785,22.820292,22.750841,164.6414,-3.2077117,-179.18332,-14.886417,6.808362,-22.278696,37.687382,-20.229019,83.309296,-43.720062,-124.1407,-3.126853,-21.928934,-28.812637,138.9514,1.7228667,53.524948,-21.601898,171.0455,8.5203695,178.4341,-2.572227,142.89229
1360000000,-16.66214,-123.4875,-42.856308,-142.92612,-35.861309,6.0196271,-45.455509,23.622837,22.814041,164.51047,-3.1049359,-179.77292,-16.192097,-0.57022482,-22.535437,28.624895,-20.176865,86.236694,-41.622452,-138.58382,-3.1524901,-21.787273,-28.159344,135.72766,1.8213726,55.343891,-20.385557,167.19009,8.4442368,177.49507,-2.5994623,140.48792
1365000000,-16.707058,-125.46573,-43.186214,-151.06104,-35.644516,0.44651419,-44.870419,10.931223,22.844791,164.40953,-3.0112491,179.38789,-14.537402,-13.543408,-23.451448,15.725438,-19.635193,88.792137,-41.951565,-147.38335,-3.1455467,-21.491463,-28.177565,131.49043,2.121928,55.451992,-19.994148,158.97278,8.3823681,177.31693,-2.7844777,139.0071
1370000000,-16.534113,-126.27972,-43.339817,-148.14807,-35.990097,-3.7788837,-45.937157,-7.3435597,22.839207,164.50934,-3.0282922,178.65894,-16.29845,-25.260826,-24.815775,7.080277,-19.528564,87.005798,-41.849758,-157.19972,-3.1456635,-21.511616,-28.246866,129.38104,2.2371373,55.093906,-19.631393,153.56067,8.3144484,177.17276,-2.9474452,138.26015
1375000000,-16.476742,-127.56818,-43.216724,-154.40495,-36.605114,-10.018067,-47.57864,-2.6251199,22.891096,164.42259,-3.0115554,178.16129,-16.071949,-30.419958,-25.881557,5.2466345,-19.198492,87.370987,-41.270607,-162.22557,-3.1259763,-21.436544,-28.530327,126.48877,2.4789689,53.218628,-20.091358,146.31659,8.2894554,177.38033,-3.1633978,137.69879
1380000000,-16.351364,-128.74329,-43.056198,-159.26811,-36.513325,-8.3428068,-47.070396,-8.0812187,22.916018,164.31306,-3.0273159,177.50108,-16.331055,-36.327927,-26.113356,3.8003426,-19.115835,83.212395,-43.189747,-157.00648,-3.1214139,-21.587385,-28.534576,124.79372,2.3725908,50.407803,-21.199938,148.55817,8.2735491,177.57942,-3.3523014,137.68019
1385000000,-16.252024,-130.00824,-43.611961,-163.758,-36.940308,-13.98383,-47.32056,-11.712058,22.943344,164.37627,-3.0473697,177.26491,-16.959574,-28.713709,-26.386045,-6.0157652,-19.094688,83.827278,-42.299171,-157.38954,-3.1269438,-21.469728,-28.42746,122.39603,2.3004291,49.960896,-20.881989,148.95233,8.2616091,177.62663,-3.4555986,137.16963
1390000000,-16.160027,-131.02318,-44.441441,-163.19388,-37.965008,-18.88986,-47.676945,-4.1799111,22.992449,164.44385,-3.061681,176.76978,-16.694767,-46.766838,-26.878691,-7.671072,-18.882322,80.706337,-43.670197,-169.22763,-3.1102691,-21.420589,-28.654684,119.43672,2.302918,47.892612,-21.805353,143.16936,8.2495327,177.76755,-3.702059,136.99611
1395000000,-16.091055,-132.0994,-45.367424,-167.00215,-37.860542,-17.532906,-46.394062,-5.4402423,23.025322,164.30533,-3.0603242,176.58339,-19.497801,-39.061485,-26.351658,-6.6122093,-19.189362,78.717682,-44.645664,-148.57404,-3.076448,-21.434591,-28.701143,118.22862,2.0872576,45.392693,-23.304981,151.01378,8.2564011,178.05054,-3.8793838,136.95197
1400000000,-15.881366,-133.37236,-43.589138,-168.90182,-38.288952,-18.379034,-47.194515,-7.0170002,23.047888,164.36855,-3.133127,176.23059,-16.783733,-62.964508,-25.940847,-14.108008,-19.432415,78.768066,-43.491962,-141.60637,-3.098479,-21.897732,-29.195818,117.88506,1.7488512,44.970821,-23.246004,164.78651,8.3968859,178.23801,-3.9246931,137.94182
1405000000,-15.695887,-134.74432,-44.417786,-172.27382,-37.896893,-22.331877,-47.115379,-22.724913,23.102133,164.45345,-3.1045964,176.37938,-16.75709,-52.849735,-25.240309,-24.75968,-19.585342,76.914436,-41.749874,-142.24153,-3.1493728,-21.821772,-28.829844,117.01551,1.6127582,44.94072,-21.045691,169.4278,8.4423056,177.43849,-3.861202,136.45171
1410000000,-15.604443,-136.33049,-44.398979,-175.82803,-38.299076,-26.494045,-48.318054,-27.797926,23.154774,164.35522,-3.1090183,175.88287,-14.797625,-69.214066,-25.6747,-38.198696,-19.395033,79.542259,-39.95792,-158.90012,-3.1403177,-21.543222,-28.635221,113.61398,1.7422709,45.617672,-19.5443,157.4418,8.3214407,177.08574,-4.1577682,134.8407
1415000000,-15.346305,-138.09833,-44.372551,-167.44691,-39.708805,-31.798048,-47.607845,-44.601341,23.179647,164.2299,-3.1028135,175.35713,-19.265915,-74.204697,-27.746784,-43.840412,-19.015364,72.522163,-43.20092,-169.70509,-3.1206219,-21.371061,-28.891336,107.44582,1.7535203,38.048824,-22.972343,149.08812,8.2217999,177.34085,-4.6185155,133.95277
1420000000,-15.326612,-140.66991,-45.169296,175.60147,-40.620884,-36.008595,-48.14978,-30.648233,23.258772,164.20865,-3.2311146,174.75969,-18.038536,-85.752449,-26.772648,-38.73584,-20.662149,70.510406,-40.8536,-134.78552,-3.0316803,-21.486177,-29.797928,100.9499,-0.063398592,37.404495,-21.427973,-175.00081,8.1306801,178.41634,-5.389905,135.36357
1425000000,-15.225595,-142.41513,-48.197155,-173.5598,-42.666931,-38.327152,-48.105286,-40.773666,23.335871,164.0587,-3.43841,175.87712,-17.70002,-93.960495,-26.076063,-51.840137,-20.328983,79.883095,-38.464397,-147.94751,-3.0104444,-22.145193,-31.097977,102.38933,-0.11415938,48.500542,-18.452824,175.06374,8.2825336,179.66437,-5.5660954,140.78491
1430000000,-15.197333,-146.67384,-45.370155,-159.07982,-48.52607,-43.547569,-50.578629,-44.05611,23.409788,163.48395,-3.3359976,177.37691,-21.213995,-133.16029,-26.82292,-64.402596,-19.129297,80.746429,-37.634747,-161.9612,-3.009079,-22.446022,-31.739771,105.62318,0.9922961,50.799866,-17.478773,162.71049,8.4782619,179.88486,-5.3405428,143.6637
1435000000,-15.806748,-149.01842,-45.281269,-167.32072,-46.269997,39.265514,-51.647266,-42.297615,23.396215,162.74019,-3.1176152,177.71555,-22.773705,143.45015,-28.743753,-68.360268,-18.732994,73.406799,-38.390942,-169.31409,-3.0144713,-22.546232,-32.070721,110.73491,1.700165,46.73801,-17.801142,152.33211,8.6008825,179.82304,-5.0423951,145.49872
1440000000,-15.971167,-148.65251,-42.47504,-164.95251,-41.873833,31.084669,-48.879539,-40.079197,23.34284,162.51436,-2.903672,177.46712,-37.535694,118.10867,-28.048979,-58.947941,-18.476297,68.068176,-39.415424,-175.51881,-3.0118494,-22.963526,-32.291225,114.38979,1.9935023,42.057987,-18.462898,146.48883,8.7501183,179.45447,-4.7844725,146.42383
1445000000,-16.267748,-148.85217,-41.6768,-176.25304,-38.766926,18.640461,-47.420807,-41.822777,23.309793,162.14377,-2.7512829,176.16193,-22.23938,22.852413,-26.218306,-56.387257,-18.757788,61.561867,-39.671597,-179.30159,-3.0946472,-23.197891,-32.163342,119.49895,2.0151889,35.394398,-19.6527,145.63274,8.8821583,178.64391,-4.4270582,145.74969
1450000000,-16.495394,-146.60153,-42.252831,172.28311,-36.754539,1.9101478,-47.049,-57.801018,23.255838,162.13383,-2.7856386,174.42297,-16.273342,-10.306941,-24.746746,-72.495598,-19.731247,54.206367,-40.792912,-171.73778,-3.1408005,-23.202982,-31.070881,120.87814,1.4281523,28.711372,-20.001278,149.90727,8.9262838,177.92213,-4.2974825,144.28839
1455000000,-16.370363,-145.61694,-42.765347,173.74841,-38.141354,-4.2867088,-50.313496,-79.614082,23.255222,162.39082,-2.8284833,173.97681,-16.653936,-31.061314,-25.23399,-89.642822,-20.920261,51.557697,-40.323353,-166.52245,-3.1756132,-23.37233,-31.126513,119.91582,0.22932361,26.606052,-19.174398,155.04716,8.9261265,177.31827,-4.2873425,143.90179
1460000000,-16.127874,-145.52258,-42.344006,173.75414,-37.838436,-2.8545117,-53.29213,-66.944687,23.255474,162.54788,-2.8071918,173.63416,-18.603462,-25.025145,-27.799726,-97.731102,-21.366621,52.60754,-40.32378,-175.67491,-3.2292571,-23.388678,-30.658527,122.70286,-0.28411046,27.338406,-18.531404,148.9565,8.9699965,176.58997,-4.0411587,143.33609
1465000000,-16.039951,-144.91428,-42.372337,164.58041,-36.119675,-7.6331968,-48.333397,-47.695324,23.251194,162.67055,-2.8679354,172.50534,-16.365541,-19.872341,-28.060545,-81.030724,-22.398924,48.848537,-40.995037,-168.62384,-3.2329912,-23.042534,-29.863419,119.85484,-0.95068365,25.878201,-19.05653,148.71671,8.9572802,175.9073,-3.848475,141.06656
1470000000,-15.759761,-144.93517,-44.099213,161.91057,-35.63129,-12.894958,-49.465454,-70.096222,23.289219,162.90898,-2.9420161,172.16994,-15.528344,-31.130623,-25.872559,-82.726265,-23.929461,50.172123,-40.54216,-166.06642,-3.2560704,-23.047359,-29.726496,115.77872,-1.746085,26.242008,-18.855076,150.34261,8.9184628,175.339,-4.0523553,138.48955
1475000000,-15.643168,-145.75633,-44.497349,155.90848,-35.559364,-23.103058,-49.237816,-85.264145,23.319746,162.93816,-3.0592484,172.1516,-15.87159,-61.719292,-25.126122,-95.593102,-24.560293,56.921803,-38.628418,-171.30246,-3.2995043,-22.860851,-29.556328,113.80685,-2.4050779,28.708939,-18.303238,149.85596,8.8889809,174.92436,-4.2155633,137.52098
1480000000,-15.34423,-146.25935,-45.081696,162.10426,-36.209091,-29.887985,-49.089909,-75.512352,23.368444,162.96762,-3.0637491,172.13342,-14.310677,-63.23933,-25.501129,-103.29008,-24.794914,64.922478,-37.855499,-178.81691,-3.3088663,-22.573956,-29.073755,113.04482,-2.4430692,31.802185,-17.969423,143.38356,8.8357229,174.30678,-4.31703,135.62769
1485000000,-15.213157,-147.85913,-44.75462,159.6319,-35.879234,-31.474735,-50.135544,-80.382439,23.409246,162.93628,-3.1107991,172.04655,-13.769856,-61.152679,-26.138769,-104.60182,-24.85393,61.733154,-39.948509,173.84242,-3.2650368,-22.272543,-28.793724,105.31327,-2.8015616,30.25473,-18.736509,139.51332,8.6649179,174.07619,-4.6888065,133.38919
1490000000,-15.134031,-150.15979,-45.052029,159.59787,-35.350803,-43.605549,-46.520164,-83.683571,23.482342,162.62816,-3.1604066,171.36804,-12.630455,-65.390137,-24.128843,-101.57555,-26.74379,66.793739,-38.942261,-172.49388,-3.2052515,-22.217266,-29.305878,100.27489,-4.1355519,31.076828,-18.532215,147.20552,8.5870581,174.76727,-5.2781525,133.81775
1495000000,-15.61846,-151.50023,-46.745495,146.21553,-35.245674,-58.826939,-46.105217,-105.27343,23.443058,161.96773,-3.3829923,170.84067,-12.409389,-81.4533,-22.385487,-118.63115,-26.13093,91.433121,-37.479527,-178.33212,-3.1398869,-22.50831,-30.493958,98.292938,-4.6694226,44.848106,-17.312464,144.40718,8.5864916,175.69116,-5.5912547,136.12582
1500000000,-15.610342,-148.09047,-47.142944,162.32286,-37.905739,-68.259865,-49.389595,-110.72614,23.384111,162.35281,-3.4925854,172.52716,-12.422218,-93.987198,-24.208145,-133.18596,-23.460825,88.012695,-37.512909,170.07379,-3.1238718,-23.187712,-30.80024,100.18899,-3.1105809,45.825245,-17.133766,136.86395,8.7414722,176.09943,-5.5165052,137.29028
1505000000,-15.274083,-147.99339,-46.995853,164.86055,-38.581802,-69.636101,-49.327812,-109.07442,23.39068,162.589,-3.4713061,173.10379,-12.438467,-105.26466,-24.31123,-136.95383,-24.050814,81.132141,-37.610455,169.85918,-3.1859457,-23.393818,-30.393684,99.538292,-3.6910651,41.12289,-17.287453,135.73849,8.8052454,175.74324,-5.5345826,137.11534
1510000000,-14.97084,-147.60074,-45.763229,172.13202,-38.654079,-75.687904,-49.200508,-116.05923,23.421795,162.90854,-3.4244068,173.50708,-13.654056,-120.42133,-24.583895,-143.02126,-24.001549,88.867844,-37.669827,164.61566,-3.1959813,-23.511013,-30.605871,100.20275,-3.8109171,48.398056,-16.77359,130.39293,8.792511,175.64134,-5.6523275,137.63031
1515000000,-14.589382,-147.93414,-47.624279,-175.70401,-40.133904,-81.052216,-49.411243,-118.19156,23.483234,163.186,-3.3637869,173.99272,-14.471796,-108.33971,-24.992126,-150.32152,-23.032604,87.667114,-37.312725,158.95399,-3.2349541,-23.573545,-30.494284,98.222229,-3.2254114,49.131916,-16.874516,123.86816,8.8740005,175.62889,-5.6918755,137.77966
1520000000,-14.286989,-149.6739,-45.228424,179.05817,-40.887863,-83.949097,-53.962532,-125.7846,23.558653,163.20644,-3.2135658,174.31509,-13.325064,-116.88654,-25.890682,-152.62212,-22.811605,83.399834,-38.028584,151.52763,-3.2672598,-23.690729,-30.675074,101.7411,-3.3316543,46.910206,-17.271461,118.52397,8.952363,175.41261,-5.6550446,138.16516
1525000000,-14.115676,-151.45029,-45.065739,178.73795,-40.390018,-82.876587,-51.020397,-106.19377,23.638546,163.08147,-3.140219,174.14404,-14.379085,-132.12794,-26.466728,-149.61928,-22.719172,82.806313,-38.241734,149.23007,-3.3333933,-23.496695,-30.109119,100.29643,-3.6199389,45.955158,-17.81904,116.12585,8.9597416,174.90948,-5.6569128,137.38483
1530000000,-14.02102,-153.27214,-44.201939,179.03767,-41.553364,-102.0247,-51.270885,-124.96104,23.687944,162.78926,-3.0268385,173.59038,-14.254362,-143.1678,-25.840855,-154.63364,-23.040247,82.020676,-38.237392,148.26981,-3.3208034,-23.262289,-30.000933,99.013535,-4.0707388,48.43755,-17.900942,112.14205,8.9375553,174.27005,-5.7927365,135.94542
1535000000,-13.933441,-154.72424,-43.230873,175.47391,-42.603012,-112.75892,-52.28175,-123.71242,23.72378,162.47656,-2.9709935,173.10022,-13.811577,-152.46651,-25.468754,-162.87456,-23.410555,82.884315,-38.183674,140.04747,-3.3222172,-23.0818,-29.645657,95.287704,-4.4534101,51.150784,-18.436092,106.79122,8.9075651,173.77533,-6.007515,135.24921
1540000000,-13.934285,-156.53119,-43.019337,169.40527,-46.207516,-126.37667,-54.704071,-148.61542,23.76038,162.43887,-2.9438336,172.35814,-14.172628,-150.28789,-26.639948,-175.23216,-23.582613,86.459778,-38.902061,135.93771,-3.2957242,-23.142443,-29.842251,92.684593,-4.8293705,56.587868,-19.384743,103.05224,8.8856897,174.0383,-6.2446032,135.30064
1545000000,-13.87993,-157.40152,-43.050888,167.72212,-49.054352,-135.04701,-58.326588,156.81825,23.792786,162.17824,-2.9190879,172.1967,-15.425277,-163.20435,-27.408577,173.89493,-23.657539,87.976677,-40.017029,134.6579,-3.2627707,-23.219187,-30.029348,90.58651,-4.8420396,62.954464,-20.36537,103.77408,8.8654404,174.14368,-6.4505115,134.96059
1550000000,-13.795137,-159.00967,-42.286915,160.98552,-53.704987,-154.74577,-60.088947,-118.80699,23.839706,161.95377,-2.8951075,171.62213,-17.929567,-167.4839,-31.542309,170.84004,-23.16432,96.069183,-40.909794,139.57289,-3.2714362,-23.392021,-30.174896,87.468834,-3.9757624,71.714195,-20.641861,105.40743,8.9137459,173.98245,-6.6650777,134.91661
1555000000,-13.770247,-160.89555,-42.746521,163.54662,-52.930923,-146.88121,-58.107834,-122.23606,23.865292,161.36122,-2.8974147,170.70897,-16.333258,-167.96822,-31.915874,175.85031,-22.16445,95.474136,-41.088352,131.77744,-3.2862456,-23.243059,-30.011023,85.936859,-2.5035033,73.516113,-20.698685,103.59545,8.919488,173.7386,-6.9620938,134.55984
1560000000,-14.026978,-162.20956,-42.775551,158.33487,-53.958817,111.48642,-59.005905,-179.75771,23.865885,161.07014,-3.0158744,169.87469,-15.664972,167.91809,-32.069431,162.23056,-21.222828,92.617363,-41.427509,131.70566,-3.2876439,-23.154922,-30.105297,83.879654,-1.3167202,70.891281,-21.199385,100.28975,8.8787165,173.25591,-7.2952003,134.99129
1565000000,-14.3035,-162.46339,-43.579361,148.90141,-48.090393,59.523453,-65.054268,54.877567,23.784281,160.84431,-3.0980432,169.84622,-18.296181,129.36282,-35.576015,143.88734,-20.921551,86.072487,-42.432449,121.74009,-3.2557981,-23.016584,-30.191961,80.172821,-0.76480639,64.723923,-21.709904,98.495621,8.7611179,173.17323,-7.6416306,135.13492
1570000000,-14.447596,-160.7655,-43.901241,144.33913,-44.961914,24.296003,-57.442368,0.54729134,23.747021,161.01924,-3.1966462,169.78378,-33.029587,139.77,-46.746014,93.234337,-21.421211,84.15757,-43.804497,124.26076,-3.1840422,-23.201736,-30.581129,75.705765,-1.1408641,59.715191,-22.921782,99.830093,8.6284447,173.90199,-8.1347218,136.396
