!CSV A.01.01
!Keysight Technologies,N5242B,MY58422168,A.13.50.09
!Date: Friday, July 09, 2021 19:34:06
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Sdd11(DB),Sdd11(DEG),Sdd12(DB),Sdd12(DEG),Sdc11(DB),Sdc11(DEG),Sdc12(DB),Sdc12(DEG),Sdd21(DB),Sdd21(DEG),Sdd22(DB),Sdd22(DEG),Sdc21(DB),Sdc21(DEG),Sdc22(DB),Sdc22(DEG),Scd11(DB),Scd11(DEG),Scd12(DB),Scd12(DEG),Scc11(DB),Scc11(DEG),Scc12(DB),Scc12(DEG),Scd21(DB),Scd21(DEG),Scd22(DB),Scd22(DEG),Scc21(DB),Scc21(DEG),Scc22(DB),Scc22(DEG)
8445000000,-5.4153271,-71.992142,-37.506317,-1.7642617,-58.919968,-13.581788,-53.107727,102.75735,21.427227,29.216101,-7.1326895,116.77824,-25.353281,-33.795746,-24.538519,125.7818,-32.686516,27.971022,-51.689232,-179.86772,-5.6749678,-49.557587,-26.352064,49.423557,-16.761909,81.848709,-27.432753,138.41669,2.1068687,12.658599,-8.4152565,116.3756
8450000000,-5.3613305,-72.141296,-37.963696,-5.4688849,-66.127548,-81.44445,-55.192062,110.0776,21.422401,28.747198,-7.1887088,116.69222,-20.683111,-46.031494,-24.352888,123.01837,-32.036602,22.836796,-53.099411,172.1978,-5.6445613,-49.491734,-26.199926,48.976898,-17.423023,79.798935,-27.231398,137.27553,2.093231,12.744436,-8.444273,116.13921
8455000000,-5.2984686,-72.432457,-38.356308,-0.79903406,-51.71978,-69.584122,-51.819675,116.16709,21.412228,28.663616,-7.1956272,116.46335,-21.32008,-42.667072,-24.157619,121.90825,-31.803675,11.115615,-49.060013,176.7312,-5.6401038,-49.598293,-26.164406,49.207001,-18.475941,86.354126,-27.027859,135.63808,2.0919223,12.627966,-8.4566097,116.1448
8460000000,-5.2943864,-72.57972,-37.857151,-3.6297193,-58.448097,-72.54174,-53.844658,136.80251,21.377481,28.307373,-7.2015061,116.46634,-20.545219,-58.832294,-24.412121,119.6832,-33.792465,3.4722266,-51.706161,158.28975,-5.6410327,-49.636436,-26.256702,49.553036,-17.921564,94.951485,-26.823473,134.11057,2.0857792,12.390181,-8.4674654,116.23815
8465000000,-5.2657833,-72.538773,-37.919765,0.22103545,-48.996876,-50.478218,-54.154335,109.70583,21.364233,28.259758,-7.2646847,116.41309,-23.807735,-64.929436,-24.319891,118.14697,-34.412598,12.266788,-46.58033,178.21259,-5.6212921,-49.453564,-26.29723,49.798706,-17.206926,94.567993,-26.510509,132.20107,2.066185,11.925527,-8.4529467,116.3129
8470000000,-5.2093163,-72.975243,-37.564842,-1.4857603,-57.248753,-77.009529,-54.893909,91.552078,21.35199,27.860071,-7.319241,116.37345,-23.160557,-70.891594,-24.368542,115.02104,-33.193222,8.0716743,-46.450619,160.60005,-5.5518708,-49.503521,-26.244806,51.624306,-17.467995,94.061882,-26.886349,128.54276,2.0388839,11.728399,-8.4077129,115.89854
8475000000,-5.2268434,-73.019157,-37.493065,-1.5254301,-49.116627,-93.391647,-52.187897,89.140198,21.323545,27.701586,-7.3104801,116.18958,-21.725395,-61.727657,-24.193224,113.23414,-34.312515,3.0681324,-48.300945,153.00439,-5.5571547,-49.555302,-26.327509,51.042702,-17.291069,97.951096,-27.049826,127.76138,2.0059438,11.420264,-8.4698753,115.46987
8480000000,-5.194098,-73.291847,-37.417038,-1.9867268,-55.9767,-127.85688,-54.122242,87.577843,21.290468,27.480791,-7.3392272,115.54939,-20.380447,-60.925163,-24.312227,111.89652,-35.595539,8.6972828,-48.436893,156.55872,-5.576334,-49.690159,-26.041252,50.168743,-16.813166,98.128532,-27.069996,125.94086,1.9622754,11.404474,-8.539053,115.3819
8485000000,-5.1689095,-73.246864,-37.04702,-3.6713521,-50.852123,-62.572594,-53.382385,105.30379,21.267185,27.115246,-7.4251642,114.96725,-23.18922,-65.218163,-24.71644,110.37595,-35.868938,8.0356607,-47.703812,140.81587,-5.5418119,-49.651592,-25.982885,49.722477,-16.650484,96.302917,-27.131235,125.60346,1.8913172,11.039509,-8.6017904,115.20143
8490000000,-5.1458201,-73.572807,-37.930458,-12.396731,-53.542912,-83.189445,-54.477207,109.87376,21.237944,26.822439,-7.575273,114.82072,-23.254337,-55.664722,-24.958235,109.07841,-34.658306,2.4557278,-46.862316,140.87993,-5.5477624,-49.868721,-26.014433,49.669262,-17.169756,95.32151,-27.167372,123.1661,1.8500413,11.289566,-8.6544476,115.06682
8495000000,-5.097014,-73.909538,-37.129608,-4.4382124,-57.58305,-82.578735,-60.086494,74.114037,21.206825,26.555771,-7.6500363,114.5799,-23.487625,-71.449165,-25.390139,107.02771,-34.985325,0.16459246,-48.717865,146.32909,-5.5500889,-49.824459,-26.096037,49.28857,-17.564903,96.345001,-27.205261,124.59187,1.8057441,11.274652,-8.6972284,115.13554
8500000000,-5.0806913,-74.164619,-36.511078,-5.6039362,-59.107548,-94.115974,-53.885391,113.71716,21.174528,26.311869,-7.7863684,115.08213,-21.798786,-66.653801,-25.409012,109.58575,-35.451054,0.40967339,-49.975639,143.27859,-5.5296593,-49.875874,-25.818493,47.990185,-17.836416,102.07751,-27.60935,122.07867,1.8380623,11.384088,-8.7641163,115.31664
8505000000,-5.0724721,-74.291084,-36.389877,-7.8781042,-52.092575,-6.6274815,-59.482601,96.790604,21.137094,26.166258,-7.8534231,115.51297,-22.993155,-66.526382,-24.836653,112.94575,-35.019138,-3.725688,-49.798405,158.13751,-5.5417156,-49.950459,-25.926926,47.873222,-17.786165,105.1284,-27.511526,123.00185,1.8576559,11.146792,-8.8155661,115.5797
8510000000,-5.0443392,-74.553909,-37.11211,-6.3392119,-66.589676,-107.60874,-56.947746,90.912575,21.115438,25.979023,-7.8747616,115.29185,-23.478472,-40.443718,-24.458231,108.67443,-35.458767,-7.3384519,-48.791393,159.30037,-5.5098286,-49.919224,-25.860744,48.388748,-17.296919,108.66607,-27.382095,122.90032,1.8106686,10.751174,-8.8405046,115.60594
8515000000,-5.0075965,-74.724281,-37.210445,-8.6663218,-56.555923,-106.10275,-55.874432,94.713234,21.08506,25.907465,-7.9438705,115.37905,-22.965261,-77.168053,-24.353333,107.02451,-36.86068,-20.536924,-49.797421,154.79591,-5.5131416,-50.11087,-25.804729,47.514668,-16.92054,111.72797,-26.849258,121.10412,1.7615993,10.479904,-8.9046144,115.74126
8520000000,-5.016367,-74.842072,-37.201801,-13.748721,-61.674515,-110.57446,-53.028301,54.347137,21.07543,25.836124,-8.1315479,115.44305,-23.127005,-85.127914,-24.702129,102.32671,-38.319496,-20.632,-46.677479,143.40843,-5.506566,-50.237263,-25.822983,47.132381,-16.392355,109.47538,-26.674095,119.40489,1.7515956,10.502667,-8.9151859,115.79987
8525000000,-4.9912291,-74.95092,-37.221725,-10.43337,-51.167747,-62.968594,-66.304726,58.041161,21.063519,25.515329,-8.1797819,115.9026,-23.875109,-79.750969,-25.112452,99.8218,-38.04158,-11.363338,-45.365353,149.96979,-5.4781632,-50.2906,-25.93334,47.44022,-16.502398,108.32061,-26.225912,119.00222,1.7504373,10.319206,-8.9704218,116.04163
8530000000,-4.9802794,-75.148643,-37.182655,-14.13271,-60.158413,-100.66377,-53.001595,93.993195,21.040943,25.264011,-8.2783022,116.00052,-26.73148,-81.702904,-24.901291,100.18744,-38.835209,-15.647994,-45.154724,139.88654,-5.5000529,-50.330288,-25.8841,45.580379,-15.997066,108.6404,-26.740604,115.21226,1.6832286,10.146814,-8.9638357,116.09796
8535000000,-4.9416509,-75.484543,-37.024815,-13.576112,-57.978741,-104.22576,-53.234661,50.754135,21.017159,25.001541,-8.3794546,116.21252,-28.029421,-63.579376,-25.224136,98.962486,-39.165646,-15.869161,-43.568295,129.89671,-5.4790378,-50.289635,-25.780764,46.242809,-16.204742,104.2236,-26.791679,113.67087,1.6423851,10.030983,-9.0474644,115.89291
8540000000,-4.9218798,-75.583984,-36.485264,-13.950747,-56.611271,-105.59522,-52.045506,75.697823,20.99613,24.704697,-8.3978796,116.59119,-26.634335,-63.100178,-25.345814,102.54158,-36.725849,-10.214869,-44.349079,144.33839,-5.4601512,-50.311176,-25.72813,44.951946,-16.729969,104.05004,-26.705833,111.15451,1.6333891,9.9258585,-9.0534363,116.11811
8545000000,-4.8987055,-75.704636,-37.22504,-9.5139914,-54.426132,43.816959,-50.791466,77.625282,20.962746,24.488628,-8.4302359,117.04169,-26.533316,-96.08345,-24.910099,101.18492,-36.168747,-9.4155979,-46.954929,151.73749,-5.4399586,-50.612003,-26.004198,46.564449,-17.180618,105.75397,-26.970308,110.59706,1.6019785,9.579608,-9.0446472,116.20286
8550000000,-4.8369589,-75.947472,-37.220375,-15.248548,-54.780937,-81.052345,-53.278778,89.980423,20.936012,24.158276,-8.4947062,117.16525,-24.019278,-71.033783,-24.850361,98.511116,-35.259464,-26.630533,-43.917313,117.03867,-5.4327517,-50.438915,-25.648718,44.875206,-17.64431,112.54618,-26.865761,105.12833,1.5268615,9.7000427,-9.1155567,116.10106
8555000000,-4.8524513,-76.091469,-37.341541,-14.987471,-63.224312,131.75768,-60.129013,62.185009,20.896408,23.992691,-8.5472527,117.32558,-23.272596,-69.886948,-24.920691,94.444267,-35.565426,-46.283802,-46.659805,110.69804,-5.466083,-50.644154,-25.768101,44.490284,-17.696644,122.3833,-27.436165,103.73837,1.4964967,9.8003397,-9.118288,116.27058
8560000000,-4.7886319,-76.342476,-37.920654,-17.980255,-68.546364,-21.409967,-57.106609,94.327286,20.856321,23.791784,-8.6125135,117.43474,-26.008562,-89.325546,-25.138527,95.033554,-35.266037,-51.309597,-45.111126,113.80225,-5.4305072,-50.626987,-25.731995,44.651672,-16.537737,126.77487,-27.781557,103.94083,1.5212874,10.05436,-9.1055946,116.69837
8565000000,-4.8096728,-76.709808,-36.965061,-17.825205,-61.868671,119.86008,-53.699871,99.754173,20.823645,23.451288,-8.622242,118.17519,-25.606359,-83.902031,-25.323313,93.01033,-36.482113,-57.042515,-45.088192,116.31709,-5.4099522,-50.573929,-25.691608,45.087254,-15.619027,128.35104,-27.938185,102.30051,1.5400808,9.7388096,-9.1295452,116.51371
8570000000,-4.7659354,-76.872398,-37.582546,-12.070071,-59.025135,-31.131901,-52.868519,41.611691,20.803843,23.250618,-8.6252594,118.52605,-26.583431,-130.4906,-24.856581,90.093346,-37.310341,-70.334297,-45.411499,116.80804,-5.4088883,-50.641857,-25.984734,43.901527,-14.511221,126.96645,-27.902441,100.6021,1.5439364,9.2092934,-9.1641836,116.33138
8575000000,-4.7568879,-76.887794,-37.628357,-15.319496,-63.033337,-122.06609,-50.889278,66.040657,20.765381,23.040161,-8.6149139,118.42635,-24.78503,-98.13826,-24.815561,86.291733,-36.217117,-76.060783,-45.928669,112.51733,-5.4185414,-50.669613,-25.788315,44.191227,-13.877903,125.62045,-28.269657,95.64064,1.5190147,8.8690701,-9.1521673,116.48977
8580000000,-4.7531266,-77.216103,-37.45689,-16.226669,-58.047638,-68.74424,-55.640556,61.871346,20.734858,22.827528,-8.6456118,118.7312,-32.6506,-71.569504,-25.255009,82.720528,-38.153301,-93.411591,-45.084129,93.648445,-5.4026184,-51.008656,-25.950531,43.829243,-13.201476,121.39302,-28.611475,95.300598,1.4022501,8.5469551,-9.2707214,116.65787
8585000000,-4.7009716,-77.478111,-37.627735,-14.901155,-51.787464,-70.480072,-59.527199,40.759945,20.683603,22.620642,-8.7448845,118.84161,-25.004154,-72.384392,-25.504982,79.130547,-38.488754,-101.0692,-44.574383,115.64787,-5.3821564,-50.857052,-25.713417,43.80965,-13.126773,119.02766,-28.893677,93.690536,1.3372217,8.8408432,-9.3340244,116.6435
8590000000,-4.6843023,-77.8591,-37.367767,-16.453224,-72.428223,169.35167,-60.237705,91.08551,20.659765,22.491491,-8.7851467,119.03147,-30.618452,-85.995964,-25.909344,79.965668,-39.361565,-113.02625,-45.640228,105.28324,-5.3670688,-50.809681,-25.844458,44.292702,-13.17023,117.32136,-29.425615,94.274742,1.3295007,8.8328037,-9.3387537,117.20233
8595000000,-4.6774535,-78.127037,-36.947956,-16.786657,-66.566818,34.290482,-56.243195,30.606874,20.614323,22.344786,-8.8067799,119.31165,-25.957548,-99.605026,-25.995131,78.42852,-40.326042,-122.51462,-44.84227,93.55545,-5.380065,-51.038242,-25.611271,42.296627,-12.924832,117.10015,-29.390306,96.641663,1.349543,8.6453047,-9.3481703,117.45718
8600000000,-4.6551042,-78.323509,-37.477337,-20.085257,-61.402821,-145.16939,-53.950756,38.482208,20.575947,22.123056,-8.8173351,119.50991,-30.927425,-92.86879,-25.789066,79.601685,-42.987549,-136.06487,-44.456631,96.752831,-5.3621292,-51.138214,-25.852779,42.465603,-12.733867,114.62302,-29.007156,95.397026,1.3006752,8.4850426,-9.332901,117.746
8605000000,-4.6348734,-78.534599,-37.044758,-17.351862,-59.699245,148.91853,-50.096836,34.631725,20.52173,21.841145,-8.830472,119.92101,-26.368689,-81.025032,-25.474039,78.185539,-41.484921,-143.81686,-45.804092,83.830566,-5.3527775,-51.193295,-26.220999,41.499664,-12.592381,112.42798,-28.913025,91.827446,1.2402055,8.3987131,-9.3185015,117.44373
8610000000,-4.6106124,-79.032639,-37.536503,-18.541149,-62.003601,35.231804,-55.240067,32.045303,20.461514,21.76214,-8.8498154,119.80823,-26.132433,-88.68367,-25.457306,73.639122,-41.036789,-147.24425,-45.569187,84.317604,-5.3399425,-51.314049,-25.750587,41.868843,-12.515575,111.45816,-29.480867,88.434486,1.2105607,8.3890829,-9.3758812,117.5248
8615000000,-4.6114221,-79.150322,-37.265232,-18.179508,-64.145935,23.844288,-50.652603,71.476768,20.451643,21.649439,-8.9128418,119.94706,-25.430088,-84.148674,-25.859724,73.923904,-41.520325,-159.71687,-47.008965,95.860794,-5.3099432,-51.349907,-25.793203,42.318832,-12.365734,110.11681,-29.226454,90.773338,1.1695459,8.1729937,-9.4722061,117.97515
8620000000,-4.5683422,-79.383247,-37.808777,-17.784763,-61.291725,143.34186,-57.584503,21.527451,20.394533,21.335203,-8.9542036,119.91969,-29.679916,-98.052048,-25.670818,67.381828,-42.151577,-168.07236,-43.931564,94.67527,-5.311615,-51.587029,-25.739891,42.74807,-12.269086,108.51087,-29.696825,86.695297,1.1075138,8.1185913,-9.4496717,117.5741
8625000000,-4.5826821,-79.696968,-37.402931,-16.502483,-54.924561,149.16862,-53.063801,54.570683,20.34586,21.105457,-9.028676,120.39021,-26.813694,-107.01308,-26.323921,64.052483,-40.573044,179.58614,-43.512859,89.668915,-5.3051929,-51.561493,-25.746267,42.1945,-12.081675,107.34172,-30.748264,81.960312,1.1011381,8.2004013,-9.5229454,117.54977
8630000000,-4.5598297,-80.060036,-38.052967,-20.605448,-52.448097,-153.72195,-54.511654,78.836609,20.296421,20.951571,-9.0167189,120.84721,-36.113213,-96.231346,-27.183174,62.179031,-39.475857,174.97301,-43.628727,69.398094,-5.2970848,-51.873791,-25.558111,40.489025,-11.937643,104.45565,-31.030294,81.470718,1.0603379,7.8877869,-9.5712328,118.3138
8635000000,-4.5521069,-80.315842,-36.965214,-21.324608,-67.349869,133.64345,-56.704689,4.3555264,20.25062,20.728287,-9.058773,121.02601,-30.274054,-83.385307,-27.679218,57.6544,-39.223625,155.61626,-45.190819,79.917656,-5.2864766,-51.730602,-25.623442,41.558704,-11.758104,101.07565,-31.695959,83.9515,1.0193759,7.6419034,-9.5544243,118.69746
8640000000,-4.5410461,-80.586288,-38.58157,-24.537384,-60.585377,124.66685,-58.163589,32.656841,20.175638,20.645504,-9.0689211,121.4219,-29.347019,-70.171257,-27.802006,57.47773,-40.599991,145.42632,-45.326851,68.443665,-5.2640977,-51.937695,-25.95937,39.467583,-12.148024,97.595886,-31.267939,83.345642,0.95405293,7.7162218,-9.536047,118.69116
8645000000,-4.5472736,-80.872917,-38.409374,-23.19799,-64.722717,121.37812,-77.281639,-139.45876,20.130919,20.752907,-9.0905285,121.24452,-33.682652,-47.23196,-28.24147,56.604904,-39.835819,139.09541,-44.066322,53.533802,-5.2798829,-52.10799,-25.773424,40.243015,-12.347823,96.999893,-32.200985,79.385399,0.8601625,7.7176023,-9.5879307,118.8662
8650000000,-4.5110998,-81.471481,-37.484795,-18.539858,-51.761147,58.93642,-54.244423,20.788174,20.065384,20.574604,-9.0573959,121.24937,-30.847023,-73.209938,-28.247957,54.985954,-40.325901,116.22665,-46.390976,66.451363,-5.2852893,-52.279114,-25.788826,41.009682,-12.608054,93.229965,-32.108814,81.101616,0.83407563,7.7947793,-9.5273838,119.20596
8655000000,-4.5378532,-81.643242,-37.528034,-19.8118,-61.754055,-49.440979,-59.456055,51.511829,20.016186,20.54348,-9.0672989,121.40337,-25.521612,-71.87262,-29.165237,53.69577,-40.067532,108.09477,-47.1973,60.603954,-5.2839713,-52.224483,-25.860846,41.89711,-13.182631,92.343773,-32.010979,79.474274,0.81313068,8.2361727,-9.5988531,119.34334
8660000000,-4.5172071,-81.901276,-38.124146,-18.952019,-56.392982,29.909098,-65.856934,137.11264,19.952055,20.505394,-9.0971947,121.63044,-24.396542,-90.253128,-29.126257,49.864914,-39.617996,98.713341,-47.539104,37.3894,-5.2585359,-52.413303,-25.673174,39.953728,-13.300146,93.31942,-32.911682,80.400475,0.83288437,8.2499075,-9.6066217,119.78286
8665000000,-4.56042,-82.308022,-37.157944,-16.070747,-58.163586,31.997581,-56.588646,27.966961,19.907759,20.550657,-9.1337652,121.79659,-31.551355,-108.44985,-28.590052,47.390274,-40.115242,86.656143,-47.834549,60.474995,-5.2627192,-52.462944,-26.068312,38.591103,-13.114518,93.92337,-32.811008,75.280006,0.82429063,8.0597706,-9.5994663,120.02409
8670000000,-4.5480437,-82.545471,-37.630215,-17.16028,-65.605087,77.453094,-56.681324,12.382188,19.874861,20.546211,-9.186965,121.7328,-27.493395,-97.452324,-29.231617,42.012684,-39.151489,94.734703,-47.599819,55.602966,-5.257812,-52.65572,-25.805403,40.372261,-13.079055,91.623497,-33.597404,79.301384,0.75811857,7.927495,-9.5352421,120.11613
8675000000,-4.5463381,-82.747154,-37.586155,-25.995264,-55.322861,25.147285,-54.109104,-0.57602668,19.844376,20.574892,-9.2627621,122.48857,-28.432669,-86.765343,-30.27351,38.787399,-39.341446,93.662209,-45.558979,57.157776,-5.2702746,-52.594383,-26.099478,40.04285,-13.370183,89.675636,-33.301235,75.815514,0.72594255,8.073801,-9.5399275,120.30418
8680000000,-4.5642638,-83.011795,-37.289188,-21.293591,-64.3312,155.27788,-56.543644,3.437923,19.804688,20.552055,-9.2168055,122.73652,-33.107288,-99.339996,-30.585897,38.455585,-38.619846,79.002441,-47.945568,55.147614,-5.2839699,-52.89003,-26.026405,39.477024,-13.738542,88.547066,-34.164032,78.067841,0.68757689,8.0993195,-9.4931221,120.59955
8685000000,-4.5936852,-83.261375,-37.710152,-25.887289,-52.98962,84.008591,-62.763454,-22.335821,19.762964,20.678547,-9.1760893,123.04562,-29.083467,-84.582909,-30.967474,43.734749,-39.190628,80.980515,-45.431999,38.97496,-5.2692165,-52.902092,-25.949747,39.504864,-13.852855,87.997337,-34.052597,74.050415,0.64931667,8.1413794,-9.4421139,120.44776
8690000000,-4.592783,-83.501099,-37.450153,-18.89189,-56.301453,51.364754,-61.207012,-2.6322377,19.714252,20.808346,-9.1887302,122.90131,-26.177977,-81.014114,-31.557722,35.075058,-37.882019,65.61657,-45.954716,42.73909,-5.2524648,-53.048523,-25.889471,39.925251,-13.915269,85.797379,-34.410812,81.682632,0.63557595,8.1044407,-9.4230328,120.44704
8695000000,-4.5978184,-83.56987,-37.842907,-23.451435,-58.021557,118.74252,-59.65316,5.093998,19.695431,20.676125,-9.1770535,122.8062,-25.422983,-65.060524,-31.712765,35.105675,-36.931423,66.540565,-47.538773,37.003147,-5.2729425,-53.262997,-26.087196,40.033665,-14.252297,84.024925,-34.460144,75.52784,0.57845384,8.1845226,-9.4127951,120.12341
8700000000,-4.5944724,-83.717964,-37.852905,-29.021225,-57.662109,23.656103,-59.214291,1.6532726,19.667999,20.632051,-9.1778431,122.76697,-25.573128,-79.777908,-32.093704,31.739902,-38.575596,59.215679,-44.030712,49.478867,-5.2707648,-53.384354,-26.01613,39.066437,-14.714969,83.026878,-34.764641,68.111351,0.57281739,8.0922737,-9.4752102,120.00641
8705000000,-4.5760193,-84.038513,-38.850048,-22.208384,-58.701054,8.1883783,-57.526016,-62.449398,19.642851,20.626564,-9.2621145,122.80355,-30.0734,-56.292835,-34.015705,31.221149,-37.919437,61.03709,-45.219921,27.036684,-5.2563586,-53.618656,-25.776714,39.677505,-15.147719,81.74556,-37.074898,68.443283,0.53755176,8.2688236,-9.4663429,119.93941
8710000000,-4.5829511,-84.408104,-37.210102,-23.959995,-54.603531,63.801933,-57.137005,-55.170387,19.592941,20.564877,-9.236867,122.96231,-27.228737,-72.134453,-34.48447,34.934856,-36.788223,44.724609,-45.316471,30.854683,-5.2323122,-53.538605,-25.915968,41.561562,-15.894238,79.521004,-36.062141,72.046219,0.51623452,8.4972906,-9.4544487,119.86758
8715000000,-4.5990682,-84.432144,-37.997654,-21.481749,-54.595699,71.222321,-57.863605,-21.676128,19.558388,20.622772,-9.2228565,122.58096,-27.941622,-72.671791,-34.790455,29.456219,-36.832684,41.054607,-46.723434,29.253994,-5.2651196,-53.625362,-26.121737,39.504353,-16.379776,81.52951,-36.84729,70.875969,0.50164479,8.4479923,-9.4389753,119.98026
8720000000,-4.5697098,-84.925064,-37.270668,-19.041674,-56.147053,99.025734,-54.212261,-52.850071,19.509794,20.62422,-9.2883034,122.67835,-29.583096,-67.855217,-36.139534,15.282528,-35.767578,29.583954,-46.782795,37.012196,-5.2765718,-53.571014,-25.970739,40.522377,-16.856958,82.26033,-38.057949,69.407028,0.4563559,8.3361292,-9.4358835,119.70589
8725000000,-4.5872798,-85.006714,-37.133812,-27.550215,-59.827194,-153.0047,-56.14286,-29.215506,19.466377,20.67252,-9.3126402,122.65106,-24.722443,-65.505898,-37.27961,18.836702,-35.568619,23.441647,-45.457268,25.139034,-5.2732987,-53.844246,-25.873058,41.104004,-17.683582,83.138313,-39.086143,73.698555,0.43940604,8.4966393,-9.4540567,119.24902
8730000000,-4.5834646,-85.14872,-37.946354,-23.30731,-56.197273,50.017895,-53.909866,-116.99416,19.445427,20.714485,-9.3876848,122.3951,-28.976204,-65.522469,-39.269043,9.3075466,-36.378593,13.188439,-45.832111,23.27482,-5.2516966,-53.879185,-25.729647,41.68906,-18.078455,86.548065,-38.617329,69.767838,0.42217615,8.3756866,-9.4797697,119.41982
8735000000,-4.6113877,-85.363121,-37.391788,-23.637819,-57.650982,70.074387,-58.738873,-51.759846,19.393021,20.748749,-9.4207706,122.36145,-26.754086,-70.863541,-41.696556,16.50626,-36.263062,15.865158,-46.291649,19.26025,-5.2778559,-53.948837,-25.702156,39.613781,-18.665922,88.945488,-39.361328,72.139496,0.3840445,8.5585136,-9.5086889,119.40605
8740000000,-4.6244321,-85.495476,-37.255077,-22.534847,-58.464283,0.68252027,-57.178936,-81.578911,19.378262,20.782568,-9.4552736,122.35672,-25.251045,-77.256897,-45.658749,28.072979,-35.635387,5.2383938,-46.501659,24.640894,-5.2795186,-53.936398,-25.724344,40.036961,-18.910452,94.406975,-40.034885,73.122459,0.3295202,8.409584,-9.5253,119.18648
8745000000,-4.6142993,-85.834671,-37.448502,-21.958391,-57.651485,-10.177813,-58.241676,-55.588173,19.348202,20.779303,-9.5510731,122.47815,-24.311457,-67.945061,-45.766087,35.581608,-35.76725,-7.5510731,-46.434273,17.566801,-5.2526884,-54.097729,-25.815615,40.106552,-19.085768,97.642746,-43.63414,76.002289,0.28747451,8.5865917,-9.5595694,118.74064
8750000000,-4.6243482,-86.030693,-37.738487,-20.889866,-62.19717,97.585709,-61.892563,98.842056,19.290823,20.789135,-9.5821562,122.58968,-25.832857,-55.656845,-44.074406,63.082096,-35.49461,-8.1460238,-47.46611,21.593193,-5.2708659,-54.390827,-25.646528,38.901043,-19.253424,99.748962,-43.686195,68.616898,0.2819033,8.7945194,-9.6615925,118.98364
8755000000,-4.6149335,-86.21331,-37.858047,-17.642033,-57.742546,-34.402222,-64.927147,-66.638794,19.272537,20.921021,-9.5963364,123.14614,-26.625694,-75.73951,-43.142494,47.762722,-36.625641,-10.008741,-47.158775,8.2684736,-5.2917995,-54.479149,-25.586214,40.0182,-19.067398,102.80154,-44.921738,75.43985,0.25853354,8.7841768,-9.6532354,119.03721
8760000000,-4.6140194,-86.415192,-36.881271,-23.779251,-58.174305,46.774357,-54.814224,-115.25138,19.227791,20.893471,-9.651865,122.73246,-28.148041,-89.445908,-44.973461,37.610565,-37.406128,-13.112567,-46.259216,7.0639606,-5.2924147,-54.53199,-25.607992,39.626312,-18.965979,105.90831,-48.600609,107.21146,0.241941,8.9084635,-9.6556759,119.42516
8765000000,-4.6640353,-86.592194,-37.43372,-31.895655,-59.290447,25.088978,-65.076485,144.46294,19.234501,20.958782,-9.7619963,122.94795,-25.58551,-78.357346,-46.326981,41.638908,-36.449902,-20.701845,-46.620529,11.005026,-5.2760158,-54.539925,-25.590963,39.41684,-19.090845,108.78869,-48.752537,126.03867,0.24339031,8.8904753,-9.6823931,119.48425
8770000000,-4.6327643,-86.882858,-37.829624,-23.330053,-61.485813,-104.58024,-58.806519,117.11102,19.159769,20.890985,-9.8132582,123.35178,-21.73872,-78.100525,-44.061989,39.398659,-36.891945,-16.273939,-45.581657,-5.1744103,-5.2866292,-54.695171,-25.652943,39.113613,-19.608967,110.2645,-48.591568,120.40459,0.16021067,8.950779,-9.7081013,119.06759
8775000000,-4.6430588,-87.047821,-37.206749,-23.054466,-56.170895,31.582235,-61.957298,-100.80875,19.150377,21.060165,-9.8117332,123.23633,-25.430983,-58.124977,-50.01009,22.753428,-35.275787,-22.627876,-50.972111,-20.344875,-5.2896128,-54.761829,-25.612682,38.962147,-19.482735,116.54803,-50.377171,132.95999,0.15908645,8.95158,-9.7285929,119.16357
8780000000,-4.6575751,-87.013603,-37.944641,-30.548117,-59.774563,-107.60415,-63.366898,-175.16516,19.131683,21.198727,-9.9573174,123.64551,-26.250755,-100.7497,-64.552757,74.948273,-35.776409,-32.037575,-49.678993,-4.507123,-5.313343,-54.908978,-25.452469,38.061981,-19.2384,119.35578,-43.061703,153.84103,0.14286619,9.0319414,-9.7916374,119.30598
8785000000,-4.6539454,-87.343109,-37.454014,-23.49954,-65.909157,-169.42073,-57.509632,-137.11395,19.109041,21.005344,-9.9668789,124.05893,-28.212406,-94.590485,-53.494602,134.71785,-36.960144,-25.951561,-47.659958,-33.261841,-5.3065724,-55.030693,-25.461922,40.024132,-18.580236,120.58008,-41.574265,160.42123,0.099092074,9.1747761,-9.8240938,119.27392
8790000000,-4.6706266,-87.559273,-37.292339,-21.109684,-58.484837,-52.70586,-64.71492,151.39441,19.100071,21.016874,-10.03579,124.77116,-27.98098,-70.141174,-52.48455,-171.21657,-36.634399,-30.268646,-48.23608,-18.000015,-5.3130651,-55.15052,-25.496679,37.825985,-18.422285,123.18712,-40.472057,160.08636,0.06992317,9.1889124,-9.8610849,119.61951
8795000000,-4.6438546,-87.744431,-37.723839,-25.08399,-60.437733,98.878944,-59.592415,147.08694,19.056545,21.048666,-9.9942837,125.22913,-27.180481,-88.535751,-42.411369,-179.68468,-36.84845,-36.364933,-47.350819,-25.518112,-5.3108783,-55.2295,-25.370985,37.327808,-18.23987,124.62015,-40.794003,161.34103,0.075084023,9.4504347,-9.9480963,119.55771
